,COMID,CatAreaSqKm,WsAreaSqKm,CatPctFull,WsPctFull,PctOw2006Cat,PctIce2006Cat,PctUrbOp2006Cat,PctUrbLo2006Cat,PctUrbMd2006Cat,PctUrbHi2006Cat,PctBl2006Cat,PctDecid2006Cat,PctConif2006Cat,PctMxFst2006Cat,PctShrb2006Cat,PctGrs2006Cat,PctHay2006Cat,PctCrop2006Cat,PctWdWet2006Cat,PctHbWet2006Cat,PctOw2006Ws,PctIce2006Ws,PctUrbOp2006Ws,PctUrbLo2006Ws,PctUrbMd2006Ws,PctUrbHi2006Ws,PctBl2006Ws,PctDecid2006Ws,PctConif2006Ws,PctMxFst2006Ws,PctShrb2006Ws,PctGrs2006Ws,PctHay2006Ws,PctCrop2006Ws,PctWdWet2006Ws,PctHbWet2006Ws,longitude,latitude,region_vpu,PctImp2006Cat,PctImp2006Ws
1,-415250,18.7164,18.7164,100,100,0,0,0.572225428,0.067320639,0.038468936,0,0,0,22.2061935,0.201961916,6.049240239,0.543373726,6.24158492,0,64.0796307,0,0,0,0.572225428,0.067320639,0.038468936,0,0,0,22.2061935,0.201961916,6.049240239,0.543373726,6.24158492,0,64.0796307,0,-82.431,29.728,SA_03S,0.09920177,0.09920177
2,-81694,273.5433,273.5433,100,100,0.062841971,0,0.862349763,0.706067376,0.01776684,0,0.005593264,0,0,0,52.26938477,4.227191819,0,41.54578087,0.003619171,0.299404153,0.062841971,0,0.862349763,0.706067376,0.01776684,0,0.005593264,0,0,0,52.26938477,4.227191819,0,41.54578087,0.003619171,0.299404153,-119.603,46.738,PN_17,0.310603842,0.310603842
3,10080622,19.0467,108.5535,100,100,0.099229788,0,18.26773142,50.5741152,8.746397014,7.305202476,0,12.71558853,0,0,0,1.10570335,1.077351982,0.085054104,0.02362614,0,0.02901795,0,7.053849024,12.25718194,1.732786138,1.524685984,0,4.530116486,0,0,0,0.227998176,2.158935456,70.477138,0.008290843,0,-87.601751,40.116109,MS_05,32.86878042,7.552195001
4,10080736,4.8429,59.8347,100,100,0,0,5.928266122,1.170786099,0,0,0,19.01133618,0,0,0,0.167255157,2.267236573,71.12060955,0.334510314,0,2.350976941,0,3.611449543,3.24895086,0.126348089,0.016545583,0.221109156,5.133643187,0,0,0,0.561045681,1.350721237,82.4812358,0.897973918,0,-87.82532,40.06916,MS_05,0.841479279,1.430531113
5,10092262,9.1152,1067.6169,100,100,0,0,7.819905213,2.122827804,1.392180095,0,0,0.533175355,0.543048973,0,18.5821485,0,65.28436019,1.895734597,1.826619273,0,0.531679482,0,1.682541743,0.355492687,0.243120917,0.014330983,1.83124677,30.72866306,31.74194788,1.032168,24.77616269,0.555704954,5.594984493,0.676591013,0.234100828,0.001264499,-111.401,40.895,GB_16,1.943226698,0.382730828
6,10092410,1.4769,310.3605,100,100,0,0,3.960999391,0,0,0,0,69.77452773,3.534430225,0,20.78001219,0,0,0,1.4015844,0.548446069,0.568081312,0,0.295495077,0.010729458,0.002029897,0,5.461294205,19.40553002,61.38381012,1.574040511,9.604314982,1.646246865,0,0,0.045817686,0.002609868,-111.161,40.785,GB_16,0.186471664,0.024634256
7,10092644,1.3221,119.9394,100,100,0,0,4.969366916,0,0,0,0,44.24778761,8.713410483,0,35.73859769,0,6.330837304,0,0,0,0.094547747,0,1.019014602,0.099800399,0,0,1.269641169,41.05173112,42.67330002,2.696111536,10.55633095,0.291897408,0.161331472,0.012756442,0.073537136,0,-111.261,40.638,GB_16,0.098706603,0.085813336
8,10093078,0.2259,854.4321,100,100,0.796812749,0,15.13944223,0,0,0,0,0,8.764940239,0,64.94023904,0,4.780876494,0,5.577689243,0,0.652854686,0,1.078611162,0.153049025,0.053825225,0.001474664,2.27993541,30.64877829,36.1906698,1.226814863,20.54627863,0.693091938,5.415597097,0.81801702,0.239422185,0.001579997,-111.404,40.792,GB_16,0.454183267,0.14881674
9,10093082,30.3012,67.9239,100,100,0,0,5.049304978,2.506831413,0.971248663,0.121777355,0.118807176,7.134370916,0.834620411,0.014850897,80.90471664,0,1.930616609,0.118807176,0.29404776,0,0.098050907,0,7.467769077,2.765300579,2.521498324,0.206701912,0.086125797,22.75311047,10.19861934,0.579030356,51.64632773,0.015900147,1.428363212,0.05300049,0.180201667,0,-111.474,40.741,GB_16,1.928893905,3.170741079
10,10093088,8.4168,752.5305,100,100,0,0,3.635585971,0.074850299,0.0106929,0,0.0534645,9.95508982,27.78015398,0.096236099,39.51026518,0,17.55774166,0,1.325919589,0,0.25426212,0,1.030802074,0.15738897,0.060396223,0,2.566540492,30.42725843,39.50929564,1.379186624,16.54952191,0.786825252,6.082318258,0.928786275,0.265623785,0.001793947,-111.368,40.75,GB_16,0.171941831,0.148520891
11,10093110,4.5693,421.7409,100,100,0,0,1.418160331,0.295450069,0,0,0,51.74315541,27.35867638,0.118180028,16.13157376,0,0.827260193,0.354540083,1.753003742,0,0.419546693,0,0.329064599,0.018565901,0.002774215,0,4.203362776,27.88513042,54.93308806,1.552493486,9.232161263,1.288302842,0.067007966,0.003841221,0.061459536,0.003201017,-111.247,40.737,GB_16,0.122710262,0.029014023
12,10093110,4.5693,421.7409,100,100,0,0,1.418160331,0.295450069,0,0,0,51.74315541,27.35867638,0.118180028,16.13157376,0,0.827260193,0.354540083,1.753003742,0,0.419546693,0,0.329064599,0.018565901,0.002774215,0,4.203362776,27.88513042,54.93308806,1.552493486,9.232161263,1.288302842,0.067007966,0.003841221,0.061459536,0.003201017,-111.247,40.737,GB_16,0.122710262,0.029014023
13,10093122,37.6227,37.6227,100,100,0.177020788,0,9.415592182,2.973470804,3.770064349,0.275099873,0.05980432,35.33239241,17.74035356,1.033418654,28.08171662,0.028706074,1.023849963,0,0.088510394,0,0.177020788,0,9.415592182,2.973470804,3.770064349,0.275099873,0.05980432,35.33239241,17.74035356,1.033418654,28.08171662,0.028706074,1.023849963,0,0.088510394,0,-111.5,40.66,GB_16,4.170920747,4.170920747
14,10093122,37.6227,37.6227,100,100,0.177020788,0,9.415592182,2.973470804,3.770064349,0.275099873,0.05980432,35.33239241,17.74035356,1.033418654,28.08171662,0.028706074,1.023849963,0,0.088510394,0,0.177020788,0,9.415592182,2.973470804,3.770064349,0.275099873,0.05980432,35.33239241,17.74035356,1.033418654,28.08171662,0.028706074,1.023849963,0,0.088510394,0,-111.461,40.676,GB_16,4.170920747,4.170920747
15,10093214,6.0156,922.8393,100,100,0,0,4.622980251,1.077199282,1.166965889,0,0,19.52423698,6.418312388,0,46.94793537,0,18.89587074,0,1.346499102,0,0.604460603,0,1.108860448,0.159843648,0.062318542,0.001365351,2.111418532,30.6077667,35.42219106,1.140848683,21.70811321,0.641715194,5.437609777,0.757379969,0.234645404,0.001462877,-111.401,40.813,GB_16,1.171304608,0.158246187
16,10102760,0.8442,39.258,100,100,0,0,4.157782516,1.812366738,0.852878465,0,0,31.23667377,21.108742,31.02345416,2.985074627,0,6.823027719,0,0,0,0.029802843,0,2.368179734,0.089408528,0.018340211,0,0.132966529,54.1563503,7.803759743,31.00641907,0.912425493,0.320953691,2.861072902,0.178817056,0.110041265,0.011462632,-72.623,43.345,NE_01,1.4445629,0.205364512
17,10106877,3.2022,6.4764,100,100,0,0,5.789769533,0,0,0,0,69.30860034,1.995503092,0.168634064,0.140528387,4.777965149,11.12984823,6.689151209,0,0,0,0,4.780433574,0,0,0,0,74.23568649,2.098387993,0.236242357,0.069483046,9.505280712,5.669816565,3.404669261,0,0,-86.709185,38.112031,MS_05,0.255480607,0.224847137
18,10110191,5.3037,13.4784,100,100,0.186662142,0,5.531987103,0.390293569,0,0,0,1.832682844,0,0,0,0,0,91.95655863,0,0.101815714,0.340544872,0,3.986378205,0.227029915,0,0,0,24.51255342,0.540865385,0.066773504,0.040064103,2.610844017,6.036324786,61.20459402,0.066773504,0.367254274,-87.195562,37.829525,MS_05,0.416086883,0.342214209
19,10117754,0.8595,292.3677,100,100,0.523560209,0,9.633507853,4.502617801,0,0,0,8.376963351,0,0,0,5.863874346,13.61256545,50.78534031,5.759162304,0.942408377,0.313064678,0,4.153571,0.767731866,0.251806202,0.008619283,0,5.832792063,0,0.035708459,0.037555448,53.78709755,20.77555079,13.39713655,0.615970916,0.023395197,-95.838,38.709,MS_10L,1.979057592,0.771555134
20,10163722,1.1403,13.0095,100,100,1.104972376,0,12.70718232,13.18074191,1.183898974,2.762430939,0,52.56511444,0.078926598,0,0,0,2.052091555,0.394632991,12.54932912,1.420678769,0.166032515,0,7.27084054,4.102386717,0.781736423,0.401245244,0,77.36423383,1.369768246,0.083016257,0,3.410584573,3.749567624,0.034590107,1.141473539,0.124524386,-85.84011,38.266739,MS_05,8.151539069,2.844552058
21,10171212,1.9404,5.22,100,100,0,0,3.06122449,0,0,0,0,82.79220779,2.551020408,0.463821892,0,4.174397032,6.029684601,0.927643785,0,0,0,0,4.793103448,0,0,0,0,62.74137931,4.103448276,0.379310345,0,3.689655172,21.37931034,2.913793103,0,0,-87.001892,36.4353,MS_05,0.115027829,0.324655172
22,10190640,0.9495,2.7675,100,100,0.473933649,0,2.464454976,0,0,0,1.706161137,32.22748815,0,3.317535545,0,3.507109005,56.30331754,0,0,0,0.325203252,0,6.113821138,0.682926829,0,0,1.398373984,23.18699187,1.333333333,4.325203252,0,5.398373984,57.23577236,0,0,0,-84.179092,36.825148,MS_05,0.355450237,1.099186992
23,10191096,4.6467,4.6467,100,100,0.329265931,0,2.614758861,0.096842921,0,0,0,61.84388921,3.370133643,15.99845051,0.561688941,15.14623281,0.038737168,0,0,0,0.329265931,0,2.614758861,0.096842921,0,0,0,61.84388921,3.370133643,15.99845051,0.561688941,15.14623281,0.038737168,0,0,0,-84.313243,36.699392,MS_05,0.197172187,0.197172187
24,10209697,4.6521,22.1481,100,100,0,0,4.488295608,0,0,0,0,45.85026117,0,0,0,1.605726446,12.22673631,35.82898046,0,0,0.934617416,0,4.860010565,0.195050591,0,0,0,44.10581495,0.239749685,0,0,1.284083059,4.551180462,43.8091755,0.02031777,0,-87.150027,39.668477,MS_05,0.178371058,0.268113292
25,10218720,10.6839,54.1998,100,100,0.244292814,0,4.102434504,0.421194508,0.042119451,0,0.109510572,46.9631876,9.325246399,5.980962008,5.231235785,0.042119451,13.74778873,9.746440906,3.748631118,0.294836155,1.399820664,0,4.568098037,0.655906479,0.008302614,0,0.021586796,44.05864966,7.460728637,4.647803128,4.777323902,0.411809638,19.84490718,9.481584803,2.150376939,0.513101524,-79.800274,41.779265,MS_05,0.529609974,0.538391286
26,10247693,3.7071,2097.8442,100,100,3.058994902,0,10.94925953,3.374605487,0.776887594,0.218499636,1.238164603,0,0,0,10.68220442,2.160718621,26.51128915,0,40.22821073,0.801165331,0.510137979,0,6.055802428,1.705322063,0.165641471,0.023252442,0.193741747,0,0.873725513,0,12.62242925,1.370864433,17.98554917,32.4625537,20.16209783,5.868881969,-81.61,26.713,SA_03S,2.33915999,0.966224327
27,10272922,22.3767,5545.5948,100,100,46.58327635,0,0.10055102,0.016088163,0,0,2.461488959,0,0,0,0.812452238,0,2.377026103,1.363471826,0,46.28564534,0.721789122,0,1.966447314,1.869543372,1.014140088,0.330635408,0.580774491,39.68441221,13.32465726,0.5709072,32.72582952,0.321725633,4.762883145,0.975628439,0.38474322,0.76588358,-112.16,41.213,GB_16,0.0216788,1.753535671
28,10273232,15.8247,5359.059,100,100,0.31848945,0,2.593414093,2.473980549,0.085309674,0,0.227492464,0,0,0,4.20861059,0.403799124,43.6046181,24.1540124,4.453164989,17.47710857,0.515894675,0,1.676980977,1.442906301,0.775395457,0.254496172,0.486958625,41.06573001,13.78845615,0.59077909,33.65420496,0.309731615,4.16665687,0.605104366,0.375513686,0.291191047,-112.091,41.278,GB_16,1.187681283,1.367248019
29,10274358,0.1098,854.1162,100,100,0,0,3.278688525,23.7704918,0,5.737704918,0,0,29.50819672,0,36.8852459,0,0.819672131,0,0,0,1.343599384,0,0.840026217,0.255632665,0.05626869,0.001159093,0.094729499,53.38655326,9.525530601,0.549936882,27.66891671,0.042781064,5.434881109,0.58629025,0.212219368,0.001475209,-111.929,41.236,GB_16,17.44262295,0.165230796
30,10274376,9.0531,863.1693,100,100,0,0,9.225569142,34.11869967,16.5125758,6.272989363,0.089472115,5.696391291,8.708619147,0,13.51028929,0,2.922755741,0,2.932697087,0.009941346,1.329507433,0,0.927975543,0.610795588,0.228865878,0.066939359,0.094674359,52.88636887,9.516962663,0.544169029,27.52041807,0.042332367,5.408533413,0.580141115,0.240752307,0.001564004,-111.968,41.235,GB_16,28.90277364,0.466636151
31,10274376,9.0531,863.1693,100,100,0,0,9.225569142,34.11869967,16.5125758,6.272989363,0.089472115,5.696391291,8.708619147,0,13.51028929,0,2.922755741,0,2.932697087,0.009941346,1.329507433,0,0.927975543,0.610795588,0.228865878,0.066939359,0.094674359,52.88636887,9.516962663,0.544169029,27.52041807,0.042332367,5.408533413,0.580141115,0.240752307,0.001564004,-111.944,41.236,GB_16,28.90277364,0.466636151
32,10276836,7.4151,152.7417,100,100,0,0,9.782740624,4.187401384,0.449083627,0.060686977,0,38.90035198,10.66877048,0,33.59631023,0,1.990532832,0,0.364121859,0,0.050084555,0,6.763771779,3.208357639,2.132423562,0.209765899,0.050673785,40.56789993,15.88917761,0.722396045,26.71215523,0.017676902,2.399934006,0.984014189,0.291668876,0,-111.583,40.769,GB_16,2.95885423,3.115824952
33,10276860,2.6973,58.0446,100,100,0,0,6.639973307,3.670337004,3.003003003,0,0,8.008008008,1.968635302,0,45.37871205,0,23.79045712,4.137470804,3.403403403,0,0.024808509,0,3.721276398,1.192358979,1.773808416,0.07597606,0.120941483,47.24625547,22.40053338,1.657518529,16.75194592,0.029460105,2.94445995,1.643563742,0.417093063,0,-111.517,40.721,GB_16,3.535535536,1.723276584
34,10276864,9.1647,9.1647,100,100,0.628498478,0,10.30148286,5.911813807,7.149170186,0.982028872,0,25.76843759,9.456938034,0.009820289,28.6359619,0,6.73671806,4.045958951,0.373170971,0,0.628498478,0,10.30148286,5.911813807,7.149170186,0.982028872,0,25.76843759,9.456938034,0.009820289,28.6359619,0,6.73671806,4.045958951,0.373170971,0,-111.536,40.725,GB_16,8.311008544,8.311008544
35,10276868,9.7137,9.7137,100,100,0,0,4.77161123,4.993977578,1.917909756,0,0.074122116,42.66654313,17.61326786,0.10191791,20.12415454,0,5.642546095,1.584360233,0.509589549,0,0,0,4.77161123,4.993977578,1.917909756,0,0.074122116,42.66654313,17.61326786,0.10191791,20.12415454,0,5.642546095,1.584360233,0.509589549,0,-111.526,40.721,GB_16,3.495135736,3.495135736
36,10276878,18.8496,28.4634,100,100,0,0,9.577922078,2.879106188,4.707792208,0.233957219,0,40.04965623,9.558823529,0.095492743,25.52043545,0,3.385217723,3.638273491,0.353323147,0,0.018971732,0,6.500980206,1.906659078,3.117687978,0.154935812,0,49.71858597,13.77031556,0.44899766,19.44286347,0.034781509,2.241826345,2.409409979,0.233984696,0,-111.534,40.681,GB_16,4.445807869,2.954278126
37,10277304,0.4698,130.2768,100,100,0,0,3.831417625,9.195402299,7.662835249,2.298850575,0,10.1532567,8.812260536,0,54.02298851,0,3.0651341,0,0.957854406,0,0.058721123,0,6.036531447,3.079059357,2.323283962,0.21830441,0.05941196,40.40013264,14.42328949,0.809660661,28.40651597,0.020725102,2.689427435,1.153697358,0.321239085,0,-111.563,40.755,GB_16,10.10536398,3.144288162
38,10282738,0.2187,382.4577,100,100,0,0,8.641975309,0,0,0,0,55.14403292,0,0,0,0,8.230452675,25.10288066,2.880658436,0,0.008706845,0,4.165166501,1.198014839,0.05012319,0.011766007,0.004235763,5.12927312,0,0,0,0.121895833,2.768070822,86.53333427,0.009412806,0,-87.55447,39.70497,MS_05,0.691358025,0.811367375
39,10294484,1.0935,67.5333,100,100,0,0,2.469135802,0,0,0,0,40.65843621,17.20164609,32.26337449,0.411522634,0,3.456790123,0,3.53909465,0,0.426456282,0,2.866585818,0.273198555,0.02265549,0,0.006663379,36.21546704,16.84102509,36.95643483,0.147927023,0.034649573,4.671028959,0.08395858,1.373988832,0.079960553,-72.661,42.763,NE_01,0.189300412,0.294001626
40,10294622,5.4504,109.1817,100,100,0,0,3.599735799,0.776089828,0,0,0,49.33949802,25.04953765,12.91281374,0.627476882,0,5.267503303,0.891677675,1.535667107,0,0.37423854,0,2.771343549,0.225037712,0.014013337,0,0.00412157,43.02754033,17.08720417,30.68096577,0.177227502,0.032972559,4.143826301,0.109633757,1.302416064,0.049458838,-72.668,42.711,NE_01,0.496202114,0.255817596
41,10294622,5.4504,109.1817,100,100,0,0,3.599735799,0.776089828,0,0,0,49.33949802,25.04953765,12.91281374,0.627476882,0,5.267503303,0.891677675,1.535667107,0,0.37423854,0,2.771343549,0.225037712,0.014013337,0,0.00412157,43.02754033,17.08720417,30.68096577,0.177227502,0.032972559,4.143826301,0.109633757,1.302416064,0.049458838,-72.665,42.699,NE_01,0.496202114,0.255817596
42,10294622,5.4504,109.1817,100,100,0,0,3.599735799,0.776089828,0,0,0,49.33949802,25.04953765,12.91281374,0.627476882,0,5.267503303,0.891677675,1.535667107,0,0.37423854,0,2.771343549,0.225037712,0.014013337,0,0.00412157,43.02754033,17.08720417,30.68096577,0.177227502,0.032972559,4.143826301,0.109633757,1.302416064,0.049458838,-72.67,42.703,NE_01,0.496202114,0.255817596
43,10294710,0.8811,140.166,100,100,0,0,5.31154239,3.881511747,0.102145046,0,0,25.94484168,18.18181818,17.46680286,3.881511747,0,22.26762002,0,2.962206333,0,0.197123411,0,3.357518942,0.978554,0.114293053,0.005778862,0.043662514,31.98921279,19.11968666,33.62591499,0.255554129,0.098240658,7.987671761,0.14832413,1.871709259,0.206754848,-72.718,42.67,NE_01,1.949948927,0.625760884
44,10294784,13.563,233.3178,100,100,0.185799602,0,1.619110816,1.857996019,0.132714001,0.0464499,0,35.90577306,31.99071002,19.03118779,0.895819509,0.179163902,6.947577969,0.145985401,1.061712011,0,0.179369084,0,3.345136976,0.853642542,0.081391133,0.006171839,0.043588616,34.08244035,19.40349172,31.2395368,0.719019295,0.082548353,7.857137347,0.153910246,1.782890118,0.169725585,-72.725,42.638,NE_01,0.867617784,0.570038805
45,10294784,13.563,233.3178,100,100,0.185799602,0,1.619110816,1.857996019,0.132714001,0.0464499,0,35.90577306,31.99071002,19.03118779,0.895819509,0.179163902,6.947577969,0.145985401,1.061712011,0,0.179369084,0,3.345136976,0.853642542,0.081391133,0.006171839,0.043588616,34.08244035,19.40349172,31.2395368,0.719019295,0.082548353,7.857137347,0.153910246,1.782890118,0.169725585,-72.715,42.644,NE_01,0.867617784,0.570038805
46,10295286,16.3341,1462.0158,100,100,3.069039617,0,3.917571216,3.603504325,1.140558708,0,0.088159127,45.76560692,16.71166455,7.724943523,1.333406799,0.314066891,9.33935754,5.036090143,1.845831726,0.110198909,1.563594593,0,3.076526259,0.91987378,0.183876262,0.013112033,0.183814703,48.22624352,13.541591,23.67891647,0.765853556,0.237555572,5.061675804,0.224628215,2.10611267,0.216625566,-72.631,42.525,NE_01,2.119896413,0.634714139
47,10295286,16.3341,1462.0158,100,100,3.069039617,0,3.917571216,3.603504325,1.140558708,0,0.088159127,45.76560692,16.71166455,7.724943523,1.333406799,0.314066891,9.33935754,5.036090143,1.845831726,0.110198909,1.563594593,0,3.076526259,0.91987378,0.183876262,0.013112033,0.183814703,48.22624352,13.541591,23.67891647,0.765853556,0.237555572,5.061675804,0.224628215,2.10611267,0.216625566,-72.633,42.527,NE_01,2.119896413,0.634714139
48,10295286,16.3341,1462.0158,100,100,3.069039617,0,3.917571216,3.603504325,1.140558708,0,0.088159127,45.76560692,16.71166455,7.724943523,1.333406799,0.314066891,9.33935754,5.036090143,1.845831726,0.110198909,1.563594593,0,3.076526259,0.91987378,0.183876262,0.013112033,0.183814703,48.22624352,13.541591,23.67891647,0.765853556,0.237555572,5.061675804,0.224628215,2.10611267,0.216625566,-72.653,42.535,NE_01,2.119896413,0.634714139
49,10295340,8.2971,68.0868,100,100,0,0,4.761904762,0.954550385,0,0,0,39.72231262,30.81679141,11.86679683,1.420978414,0.28202625,8.157066927,1.149799327,0.867773077,0,0.30534553,0,4.715010839,1.391899751,0.145402633,0.015862105,0.035689737,46.65177391,14.23095226,19.7496431,0.515518426,0.173161318,10.20726484,0.247184476,1.558451859,0.056839211,-72.693,42.542,NE_01,0.66221933,0.896909533
50,10319812,26.7786,31.2498,100,100,0.211736237,0,42.68333669,14.38798145,8.062781475,2.147610405,0,1.31746992,16.5120656,5.323653962,0.934328158,0.564629966,0.463803186,0,6.456274787,0.934328158,0.210241346,0,41.23610391,15.2496976,8.887736882,2.675537123,0,1.463049364,15.57225966,5.316514026,0.982086285,0.578883705,0.432002765,0.014400092,6.419561085,0.961926156,-84.239,30.464,SA_03W,14.65493715,15.85504867
51,10319820,2.43,44.2818,100,100,0,0,28.92592593,13.74074074,8.666666667,0.888888889,0,0.592592593,13.96296296,4.148148148,1.444444444,11.7037037,0,0,8.259259259,7.666666667,0.178854518,0,39.71180033,15.65586765,10.42234056,3.215316451,0,1.251981627,14.14373399,4.800617861,0.796715581,1.077191984,0.445103858,0.010162189,6.948904516,1.341408886,-84.222,30.455,SA_03W,13.12888889,17.31718223
52,10323850,7.2819,498.1221,100,100,2.175256458,0,4.350512916,0.185391175,0.024718823,0,0.642689408,0,40.13100976,4.795451736,12.92794463,3.893214683,0.086515882,0,28.90866395,1.878630577,0.57383521,0,11.39919309,3.187531732,1.187961747,0.350697148,0.075523652,2.48938965,25.96315241,8.429017705,8.660286303,4.269254466,5.204085504,2.27239466,22.81880286,3.118873866,-84.148,30.271,SA_03W,0.426276109,2.830631887
53,10329215,0.2943,6746.9346,100,100,3.363914373,0,0,1.529051988,0,0,0,0,0,0,0,0,25.99388379,62.6911315,2.140672783,4.281345566,5.855805983,0,1.9873025,1.96409196,1.3707425,0.400862045,0.768148842,33.07225922,18.30879463,0.604207724,22.63708025,2.944430497,5.925210836,3.087322056,0.362284525,0.711456429,-111.897,40.359,GB_16,0.458715596,2.075539372
54,10348934,7.0299,312.3927,100,100,0.550505697,0,14.65881449,28.03738318,21.20087057,1.446677762,0,0.153629497,0.614517987,0,7.130969146,5.441044681,14.197926,4.685699654,1.881961337,0,0.022759815,0,0.854789501,0.661475124,0.481125199,0.032555178,1.357522119,79.88666188,6.823046761,0.126187328,7.671786185,0.533271104,1.176307897,0.113799074,0.258712832,0,-111.595,40.157,GB_16,25.00870567,0.592345788
55,10348934,7.0299,312.3927,100,100,0.550505697,0,14.65881449,28.03738318,21.20087057,1.446677762,0,0.153629497,0.614517987,0,7.130969146,5.441044681,14.197926,4.685699654,1.881961337,0,0.022759815,0,0.854789501,0.661475124,0.481125199,0.032555178,1.357522119,79.88666188,6.823046761,0.126187328,7.671786185,0.533271104,1.176307897,0.113799074,0.258712832,0,-111.608,40.166,GB_16,25.00870567,0.592345788
56,10350084,2.3031,25.9209,100,100,0,0,2.30558812,1.172332943,0,0,0,50.76201641,24.93161391,0,11.80148496,0,2.38374365,0.039077765,6.604142243,0,0,0,0.430540606,0.121523558,0,0,0.288184438,62.98045207,21.17634804,0.2083261,10.88503871,1.194402972,1.107600431,0.017360508,1.590222562,0,-111.546,40.151,GB_16,0.625244236,0.082705462
57,10357654,9.9108,1050.7041,100,100,0.263349074,0,2.197602615,0.099891028,0,0,0,68.65237922,2.915001816,0.481293135,0.054486015,6.084271704,17.4900109,1.316745369,0,0.444969125,0.179536751,0,4.964328206,0.285065986,0.136879641,0.062015557,0.053021588,42.36681859,1.420704459,0.138078837,0.297571885,2.522080194,29.45541947,18.09440926,0.001199196,0.022870378,-86.238889,38.254722,MS_05,0.117508173,0.524236176
58,10358532,162.414,361.5921,100,100,0.068159149,0,5.126897928,0.178987033,0.11470686,0.006649673,0.257674831,38.51656877,3.185747534,0.428349773,0.075362961,3.448963759,37.9519007,10.63448964,0.005541394,0,0.053264438,0,4.032914436,0.084874642,0.051522143,0.00647138,0.119222737,43.55562525,4.371915205,0.479628841,0.067451695,4.448327273,31.74784515,10.97844781,0.002488992,0,-86.305183,37.829098,MS_05,0.419904688,0.273729432
59,10362726,0.9351,43.7004,100,100,0.962463908,0,32.72377286,8.084696824,1.25120308,0,0.288739172,0.673724735,10.10587103,4.427333975,0,0.673724735,0,0,34.45620789,6.35226179,0.580772716,0,8.876348958,1.526072988,0.459263531,0.177115084,0.006178433,1.832935168,25.19565038,5.774775517,4.580278441,7.768349946,6.217563226,7.753933602,27.01210973,2.238652278,-84.58,30.6,SA_03W,5.931665063,1.551940028
60,10362924,1.4922,2958.2541,100,100,5.910735826,0,7.840772014,3.317249698,1.38721351,0,0,0,10.5548854,1.568154403,2.171290712,1.266586248,7.780458384,0,55.79010856,2.412545235,0.7463152,0,4.968771952,1.433761217,0.238671181,0.114848146,0.110588877,3.4471481,22.17564069,5.791753994,3.137620937,4.489026146,4.950031169,26.91705895,19.26443033,2.21433311,-84.384,30.554,SA_03W,2.268395657,1.114749879
61,10363292,7.3512,616.4001,100,100,0,0,4.884916748,0.085700294,0,0,0,1.481390793,27.25269344,5.533790402,1.738491675,2.717923604,2.240450539,0.771302644,51.66503428,1.628305583,0.439925302,0,3.764697637,0.883354821,0.114617113,0.049351063,0.311437328,1.574269699,26.28367516,4.633305543,3.934068148,4.453568388,3.643072089,20.97507771,27.41714351,1.522436482,-84.496,30.587,SA_03W,0.350146915,0.690722146
62,10365534,2.7918,333.7371,100,100,0.838168923,0,16.31205674,1.257253385,0,0,0,0,51.12830432,0,13.02385558,1.934235977,3.90070922,1.450676983,9.800128949,0.354609929,0.169085187,0,4.416440366,0.690094089,0.069575723,0.030203415,0.110026725,0.614315879,40.90917671,1.746943927,12.38906313,5.292878736,3.285969705,9.832829494,19.38385034,1.059546571,-84.927,30.426,SA_03W,1.594132818,0.598785391
63,10365698,25.911,297.2655,100,100,0,0,2.143105245,0.017367141,0,0,0,0,28.15908301,0.569642237,1.969433831,1.36853074,0.420284821,0.12156999,63.32407086,1.906912122,0.002422077,0,1.651251154,0.205876565,0,0,0,0.016349021,31.72951452,0.150471548,0.711485187,0.745697028,0.036633918,0.010596588,61.63278282,3.106919572,-84.494,30.129,SA_03W,0.119485933,0.202888327
64,10375972,1.7019,1644.0399,100,100,0,0,3.120042306,1.850872554,0,0,0.264410365,18.08566896,57.21840296,0,19.46060286,0,0,0,0,0,1.37109811,0,2.12316015,0.458145815,0.122241559,0.011660301,0.85087351,44.68834972,21.46113972,1.685269317,21.84702452,0.470189318,3.59066103,0.97793247,0.341597549,0.000656918,-111.588,40.348,GB_16,0.794288736,0.361507102
65,10376090,0.3366,1691.6535,100,100,0,0,12.56684492,9.35828877,27.00534759,10.96256684,0,0,0,0,29.94652406,9.090909091,0.534759358,0,0.534759358,0,1.334954233,0,2.103037058,0.458923769,0.12651527,0.014630656,0.957057695,44.67680881,21.46317198,1.643794075,21.98008635,0.462381924,3.489704009,0.950407397,0.337888344,0.000638429,-111.656,40.313,GB_16,34.67647059,0.373271122
66,10376596,20.0628,1751.1291,100,100,0,0,14.71379867,35.71236318,35.32657456,7.19092051,0,0.183922483,0.049345057,0,1.80333752,0,2.547999282,0.345415396,1.946886776,0.179436569,1.289613656,0,2.262220415,1.019427979,0.583800475,0.099861284,1.006270754,43.97653491,21.36928682,1.594748211,21.61721829,0.472118246,3.41800042,0.922085071,0.366140909,0.002672561,-111.699,40.237,GB_16,42.23254979,0.948673459
