Pearson_r,Pearson_p,Spearman_rho,Spearman_p,Slope,Intercept,R2,F_stat,df1,df2,F_p
0.14211782630304665,0.1215264855893042,0.4486142321626461,2.7665932920013736e-7,7.991414006926496e-4,0.09426319900949365,0.020197476553102934,2.4324312055063975,1,118,0.1215264855893042
