Pearson_r,Pearson_p,Spearman_rho,Spearman_p,Slope,Intercept,R2,F_stat,df1,df2,F_p
0.6409686046322396,3.139970006522363e-15,0.5666697977269369,1.514929756489047e-11,0.04717832953516494,0.7339411618322518,0.41084075212420046,82.28540742667853,1,118,3.139970006522363e-15
